3.62,0.47,-21.49,12.58,3.58,0.37,-21.53,12.61,3.67,0.44,-21.49,12.59,3.71,0.48,-21.38,12.53,3.70,0.45,-21.44,12.57,3.52,0.46,-21.57,12.62,3.77,0.41,-21.52,12.62,3.51,0.34,-21.48,12.56,3.56,0.41,-21.58,12.63,3.69,0.46,-21.49,12.59,3.70,0.40,-21.45,12.57,3.58,0.44,-21.65,12.67,3.64,0.44,-21.43,12.55,3.67,0.59,-21.35,12.51,3.46,0.41,-21.61,12.64,3.71,0.48,-21.76,12.75,3.71,0.45,-21.37,12.53,3.58,0.43,-21.48,12.57,3.63,0.46,-21.56,12.62,3.67,0.40,-21.46,12.57,-0.58,-0.08,-0.08,0.34,-0.56,-0.05,-0.08,0.33,-0.58,-0.06,0.01,0.34,-0.56,-0.05,-0.07,0.33,-0.56,-0.07,-0.16,0.34,-0.60,-0.04,-0.19,0.36,-0.58,-0.08,-0.05,0.34,-0.54,-0.09,-0.05,0.31,-0.55,-0.05,0.01,0.32,-0.51,-0.05,-0.14,0.31,-0.57,-0.09,-0.11,0.34,-0.61,-0.05,-0.10,0.36,-0.57,-0.04,-0.16,0.34,-0.56,-0.08,-0.09,0.33,-0.54,-0.05,-0.09,0.32,-0.57,-0.05,-0.16,0.34,-0.58,-0.05,-0.17,0.35,-0.57,-0.05,-0.09,0.34,-0.56,-0.09,-0.16,0.34,-0.51,-0.06,-0.11,0.31,0.1
3.62,0.38,-21.33,12.49,3.68,0.38,-21.43,12.56,3.56,0.40,-21.43,12.55,3.69,0.45,-21.58,12.65,3.65,0.52,-21.33,12.50,3.65,0.43,-21.78,12.76,3.47,0.46,-21.41,12.53,3.74,0.30,-21.58,12.64,3.55,0.41,-21.58,12.63,3.68,0.40,-21.31,12.48,3.44,0.50,-21.48,12.56,3.63,0.52,-21.80,12.76,3.78,0.33,-21.69,12.72,3.70,0.44,-21.50,12.60,3.62,0.41,-21.43,12.55,3.56,0.41,-21.58,12.63,3.71,0.41,-21.59,12.65,3.51,0.37,-21.56,12.61,3.56,0.34,-21.50,12.58,3.63,0.50,-21.37,12.52,-0.55,-0.08,-0.09,0.32,-0.58,-0.07,-0.09,0.34,-0.58,-0.08,-0.10,0.34,-0.60,-0.06,-0.06,0.35,-0.54,-0.14,-0.06,0.32,-0.55,-0.09,-0.04,0.32,-0.56,-0.09,-0.01,0.32,-0.59,-0.07,-0.07,0.35,-0.54,-0.04,-0.14,0.32,-0.60,-0.07,-0.10,0.35,-0.58,-0.05,-0.06,0.34,-0.57,-0.09,-0.03,0.33,-0.61,-0.07,-0.09,0.36,-0.59,-0.06,-0.15,0.35,-0.54,-0.09,-0.19,0.33,-0.55,-0.05,-0.06,0.32,-0.58,-0.09,-0.08,0.34,-0.60,-0.05,-0.08,0.35,-0.55,-0.06,-0.25,0.35,-0.62,-0.08,-0.04,0.36,0.08
3.72,0.44,-21.37,12.53,3.48,0.44,-21.72,12.70,3.53,0.47,-21.50,12.58,3.61,0.47,-21.57,12.63,3.60,0.50,-21.48,12.58,3.60,0.52,-21.57,12.63,3.57,0.46,-21.50,12.59,3.72,0.37,-21.63,12.67,3.60,0.57,-21.59,12.64,3.65,0.44,-21.49,12.59,3.54,0.44,-21.50,12.58,3.57,0.41,-21.61,12.65,3.56,0.48,-21.53,12.60,3.53,0.34,-21.67,12.68,3.68,0.47,-21.43,12.56,3.66,0.34,-21.52,12.61,3.59,0.37,-21.58,12.63,3.40,0.47,-21.61,12.64,3.65,0.45,-21.62,12.66,3.73,0.49,-21.53,12.62,-0.61,-0.07,0.06,0.36,-0.60,-0.06,-0.01,0.35,-0.58,-0.07,-0.02,0.34,-0.54,-0.07,-0.06,0.32,-0.60,-0.07,-0.05,0.35,-0.56,-0.06,-0.08,0.33,-0.58,-0.05,-0.18,0.35,-0.54,-0.06,-0.14,0.32,-0.55,-0.05,-0.12,0.32,-0.60,-0.06,-0.12,0.36,-0.56,-0.07,-0.06,0.33,-0.59,-0.07,-0.13,0.35,-0.61,-0.05,-0.08,0.36,-0.57,-0.05,-0.12,0.34,-0.58,-0.05,-0.10,0.34,-0.56,-0.03,-0.20,0.35,-0.60,-0.09,-0.16,0.36,-0.58,-0.05,-0.09,0.34,-0.60,-0.06,-0.08,0.35,-0.56,-0.07,-0.06,0.33,0.05
0.38,-0.13,-21.92,12.66,0.21,0.02,-21.52,12.43,0.34,-0.07,-21.56,12.45,0.38,-0.07,-21.62,12.48,0.34,-0.08,-21.56,12.45,0.36,-0.05,-21.67,12.51,0.26,-0.10,-21.81,12.59,0.50,-0.05,-21.90,12.65,0.37,-0.04,-21.82,12.60,0.37,0.00,-21.58,12.46,0.54,0.09,-21.83,12.60,13.11,-0.64,-21.32,14.45,-0.43,0.30,-22.26,12.86,-0.03,0.39,-21.71,12.54,0.60,-0.03,-21.70,12.54,0.38,0.08,-21.83,12.60,0.41,-0.05,-21.68,12.52,0.47,0.11,-21.66,12.51,0.24,0.05,-21.78,12.58,0.39,0.04,-21.64,12.49,-0.56,-0.07,-0.14,0.34,-0.54,-0.06,-0.06,0.32,-0.57,-0.08,-0.01,0.33,-0.56,-0.05,-0.10,0.33,-0.57,-0.06,-0.08,0.34,-0.57,-0.05,-0.13,0.34,-0.54,-0.05,-0.09,0.32,-0.52,-0.08,-0.09,0.31,-0.57,-0.05,-0.23,0.36,-0.56,-0.09,-0.16,0.34,-0.54,-0.05,-0.09,0.32,-0.38,-0.01,35.87,20.71,-0.59,0.55,-8.77,5.08,-0.55,-0.51,-6.80,3.95,-0.61,-0.01,-0.22,0.37,-0.55,-0.12,0.00,0.32,-0.59,-0.08,-0.04,0.34,-0.57,-0.05,0.00,0.33,-0.52,-0.08,-0.06,0.31,-0.57,-0.05,-0.09,0.34,0.12
0.34,-0.19,-21.74,12.55,0.40,-0.31,-21.79,12.58,0.44,-0.28,-21.48,12.40,0.41,-0.22,-21.69,12.53,0.35,-0.29,-21.58,12.46,0.34,-0.31,-21.62,12.49,0.43,-0.17,-21.70,12.53,0.28,-0.24,-21.72,12.54,0.39,-0.29,-21.73,12.55,0.40,-0.21,-21.55,12.44,0.35,-0.12,-21.75,12.56,0.40,-0.28,-21.71,12.54,0.45,-0.34,-21.51,12.43,0.46,-0.23,-21.73,12.55,0.39,-0.20,-21.60,12.48,0.37,-0.32,-21.65,12.50,0.37,-0.20,-21.70,12.53,0.50,-0.20,-21.74,12.56,0.49,-0.31,-21.66,12.51,0.40,-0.24,-21.70,12.53,-0.56,-0.09,-0.12,0.33,-0.58,-0.10,-0.00,0.34,-0.55,-0.06,-0.14,0.33,-0.56,-0.05,-0.07,0.32,-0.56,-0.06,-0.05,0.33,-0.55,-0.05,-0.14,0.33,-0.58,-0.10,-0.14,0.35,-0.54,-0.06,-0.14,0.32,-0.52,-0.09,-0.19,0.32,-0.55,-0.05,-0.13,0.32,-0.58,-0.06,-0.14,0.35,-0.56,-0.07,0.05,0.33,-0.57,-0.07,0.04,0.33,-0.58,-0.08,-0.08,0.34,-0.59,-0.08,-0.12,0.35,-0.54,-0.06,-0.05,0.31,-0.58,-0.04,-0.09,0.34,-0.56,-0.09,-0.10,0.33,-0.55,-0.09,-0.05,0.32,-0.57,-0.07,-0.10,0.34,1
14.15,-0.16,-0.61,8.17,13.79,-4.03,-2.80,8.45,29.67,-7.60,2.66,17.75,19.31,-1.60,1.98,11.24,18.28,-1.86,1.90,10.67,23.25,-4.86,1.49,13.74,22.09,-2.93,0.75,12.88,17.28,-2.55,-0.10,10.09,27.49,-4.92,3.55,16.25,17.16,-1.51,1.35,9.98,28.61,-6.64,4.59,17.17,16.90,-0.92,-0.23,9.77,20.76,-4.43,-0.16,12.26,24.75,-3.94,1.07,14.48,17.48,-1.14,0.72,10.12,23.64,-5.56,2.29,14.08,22.56,-3.44,0.74,13.18,12.03,0.47,-1.02,6.98,31.86,-6.37,5.30,19.01,20.31,-2.13,1.12,11.81,0.38,-4.59,-6.05,4.39,-0.42,11.45,8.52,8.25,-2.52,2.61,2.32,2.48,-0.32,-2.57,-1.83,1.83,1.21,-3.66,-0.44,2.24,1.15,6.11,0.79,3.62,-1.66,-3.73,-0.14,2.36,0.55,-0.45,1.57,0.99,-6.00,-17.22,1.45,10.56,-0.20,3.76,-6.65,4.41,-1.02,-1.14,0.73,0.98,-0.95,-3.42,-3.55,2.90,-0.37,9.77,3.88,6.08,-2.54,-4.64,0.34,3.06,0.14,-1.13,-1.93,1.30,1.22,6.99,1.53,4.19,-4.26,-6.93,-2.10,4.85,-0.57,-0.37,-1.09,0.74,-1.61,1.58,2.60,1.98,-0.76,-4.39,-5.34,4.01,0.2
22.79,-6.41,0.87,13.68,23.77,-3.62,1.02,13.89,25.65,-5.18,1.01,15.12,27.90,-5.89,-0.47,16.47,19.28,-1.22,-2.23,11.23,27.06,-4.43,1.25,15.84,20.10,-2.22,-1.89,11.73,26.11,-2.93,1.34,15.19,21.15,-1.11,-1.54,12.26,29.40,-3.88,-0.13,17.12,13.49,-0.16,-6.66,8.69,23.68,-8.73,-3.80,14.74,13.22,-1.17,-8.73,9.17,21.38,-3.62,-1.23,12.54,23.51,-3.32,0.45,13.71,20.55,-2.55,-0.57,11.96,19.17,-4.18,-5.07,11.70,27.19,-7.41,-0.83,16.28,18.42,-3.30,-5.32,11.23,20.67,-1.18,-0.47,11.96,1.85,-3.42,-56.10,32.46,-12.94,-5.01,71.24,41.90,4.01,4.84,-69.35,40.20,0.29,-2.32,57.85,33.42,-0.43,2.35,-69.57,40.19,-3.28,-3.06,70.18,40.60,0.41,-1.70,-58.53,33.81,-3.03,-0.50,58.22,33.66,1.05,2.02,-56.90,32.88,0.32,-0.58,30.81,17.79,3.49,2.73,-11.65,7.20,-3.27,5.84,-9.40,6.66,-8.91,1.12,36.59,21.75,-3.28,0.74,-42.81,24.80,-5.16,-1.53,52.51,30.47,-1.81,2.87,-49.70,28.76,-10.56,-2.62,49.06,29.01,1.07,5.00,-44.81,26.04,0.41,1.40,19.67,11.38,5.91,1.86,-42.99,25.08,0.3
23.42,-6.76,-1.08,14.09,20.41,-5.70,-1.96,12.29,8.85,-1.94,-3.21,5.55,30.75,-9.31,-0.79,18.56,18.58,-4.50,-1.68,11.08,19.81,-4.46,-1.41,11.75,22.89,-7.14,-2.12,13.90,19.73,-4.59,-1.91,11.74,21.30,-6.09,-2.24,12.86,20.01,-5.13,-2.69,12.03,18.52,-4.81,-2.34,11.13,22.70,-5.54,-1.83,13.53,23.00,-5.20,-1.39,13.64,20.98,-4.07,-1.41,12.37,20.12,-5.40,-1.86,12.08,19.91,-5.41,-2.22,11.98,22.29,-5.18,-1.64,13.25,20.46,-5.16,-1.81,12.23,21.46,-5.20,-1.14,12.77,20.72,-5.18,-2.01,12.38,0.40,-0.61,-2.99,1.78,-1.45,-5.89,-4.26,4.28,-0.82,5.05,-3.07,3.44,0.90,0.96,7.14,4.20,-1.00,-3.36,-3.41,2.82,0.24,0.05,1.41,0.83,-1.33,-1.00,-2.29,1.63,-0.40,-0.71,-1.80,1.14,-0.34,-1.67,0.52,1.03,-0.75,-1.16,-0.66,0.88,-0.71,1.76,0.08,1.10,-0.92,2.09,1.70,1.64,-1.46,0.05,0.10,0.84,-0.43,-1.14,-1.13,0.96,0.26,-0.19,-0.56,0.37,-0.62,0.91,-0.33,0.66,-0.60,-0.25,0.25,0.40,-0.74,-0.05,-0.32,0.46,-0.10,0.24,-0.18,0.18,-0.06,-0.03,0.16,0.10,0.2
6.01,5.32,0.70,4.65,14.11,-6.74,8.74,10.34,27.35,-21.82,9.44,20.92,23.16,-11.16,8.03,15.55,21.30,-9.05,5.50,13.73,22.24,-8.02,4.11,13.85,22.03,-7.45,2.65,13.52,21.17,-5.86,0.42,12.69,19.91,-4.09,-0.92,11.74,18.42,-2.64,-3.37,10.92,17.84,0.93,-5.28,10.75,4.53,5.97,-1.84,4.45,-1.67,12.09,10.98,9.48,44.37,-33.98,0.93,32.27,23.67,-3.89,3.13,13.97,22.80,-5.45,3.16,13.66,23.94,-4.93,2.83,14.21,22.17,-4.77,2.17,13.16,22.72,-5.51,-0.21,13.50,23.62,-6.67,-1.49,14.20,9.99,17.11,3.48,11.61,16.68,32.64,27.00,26.28,29.64,4.97,54.97,36.17,-8.38,-1.96,-9.72,7.49,-6.26,-8.20,-3.12,6.22,-6.43,-10.85,-2.52,7.43,-8.86,-8.61,-7.08,8.22,-7.89,-11.44,-4.01,8.35,-8.36,-9.57,-5.01,7.89,-6.72,-7.74,-3.91,6.33,-4.77,-6.62,-11.70,8.24,-4.36,1.02,-22.75,13.39,20.62,37.61,38.21,33.17,10.76,28.20,-18.54,20.45,0.49,-0.49,12.38,7.16,-4.79,-1.40,-5.89,4.46,-5.64,-4.78,2.86,4.58,-7.65,-3.46,-2.70,5.09,-5.78,-6.07,-0.26,4.84,-6.26,-8.37,-2.98,6.27,0.7
18.09,2.30,-8.83,11.70,19.74,3.57,-8.17,12.51,22.30,-1.41,-9.72,14.07,25.59,-15.65,-12.53,18.77,11.97,9.52,-3.23,9.02,18.48,6.20,-3.02,11.39,37.65,-35.44,8.80,30.28,16.10,-8.05,3.34,10.57,18.65,3.44,4.03,11.19,25.18,-1.16,2.17,14.61,27.50,-1.98,0.86,15.93,23.38,-4.64,0.43,13.76,20.56,-3.79,-0.67,12.07,20.25,-2.29,-1.55,11.80,20.67,-1.45,-2.65,12.06,18.81,-1.20,-3.39,11.06,22.14,0.41,-3.92,12.98,23.04,3.48,-4.29,13.68,18.86,5.13,-5.14,11.67,3.93,-0.99,-6.19,4.27,1.35,0.59,-0.98,1.02,5.58,2.78,0.00,3.60,12.09,8.18,1.85,8.49,-2.98,8.89,-8.05,7.13,-21.78,-2.59,-6.43,13.20,19.26,-0.86,28.24,19.74,42.71,31.93,-4.29,30.89,-26.43,14.36,-28.07,23.75,-18.08,1.50,6.24,11.08,-0.35,-1.15,4.24,2.55,-1.27,-0.25,-2.32,1.53,1.92,-5.28,-3.06,3.69,-0.29,-5.10,-4.12,3.79,-0.29,-5.08,-3.96,3.72,0.03,-5.32,-3.70,3.75,-1.25,-2.61,-3.63,2.68,-0.39,-1.33,-1.62,1.23,2.57,-5.89,-2.62,4.01,4.39,-6.05,-5.34,5.30,3.87,-0.07,-3.38,2.97,0.6
7.39,14.11,-3.76,9.45,26.36,-7.87,3.53,16.01,19.67,-35.35,-5.18,23.55,15.33,27.02,10.94,19.02,11.26,11.35,7.47,10.19,17.17,-16.81,7.16,14.47,34.56,-19.10,0.96,22.80,20.03,-1.49,3.37,11.76,22.36,-0.52,2.51,13.00,22.20,-3.26,1.28,12.98,24.29,-6.37,0.05,14.50,26.75,-8.81,-1.01,16.27,24.24,-11.42,-0.05,15.47,17.63,-11.52,3.52,12.33,-4.84,18.15,3.31,11.01,10.10,20.25,2.62,13.15,21.63,-9.69,-1.99,13.73,15.10,-6.98,0.63,9.61,39.61,-38.08,-9.71,32.22,4.78,16.23,5.39,10.25,0.46,-8.85,1.63,5.20,40.17,15.40,1.64,24.86,-28.81,8.14,8.21,17.92,-48.59,2.85,-27.47,32.27,27.08,4.80,8.73,16.66,33.57,20.63,-2.87,22.81,2.56,11.85,-11.55,9.67,-7.36,-2.30,3.71,4.94,-0.96,-2.27,0.76,1.49,-0.09,-1.83,-0.38,1.08,-0.75,-3.68,0.61,2.20,-4.53,-5.62,3.07,4.53,-11.76,-3.88,-0.71,7.16,-24.98,-14.48,-6.39,17.07,-33.35,16.59,-35.39,29.67,15.10,9.00,24.84,17.57,23.74,-0.56,30.26,22.21,22.43,-4.22,2.76,13.28,-9.82,-6.75,-18.73,12.82,-19.11,16.78,-19.59,18.54,0.54
